time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.315000,0.192893453738,1.04700003231,-0.0154776406129,0.494228612291,-0.207382626578,0.0267983378876,-0.0146991070882,100.000053406,-0.273109181812,1.04700001383,-0.0197687124378,0.495182336832,-0.117749932972,0.0281937248105,0.0303532776254,100.000007629
0.315000,0.192893453738,1.04700003231,-0.0154776406129,0.494228612291,-0.207382626578,0.0267983378876,-0.0146991070882,100.000053406,-0.273109181812,1.04700001383,-0.0197687124378,0.495182336832,-0.117749932972,0.0281937248105,0.0303532776254,100.000007629
0.325000,0.192893453738,1.04700003231,-0.0154776406129,0.494228612291,-0.207382626578,0.0267983378876,-0.0146991070882,100.000053406,-0.273109181812,1.04700001383,-0.0197687124378,0.495182336832,-0.117749932972,0.0281937248105,0.0303532776254,100.000007629
0.335000,0.192893454187,1.0470000323,-0.0154776177436,0.494228606886,-0.207383149099,0.0267983370019,-0.0146991548003,100.000015259,-0.27310918092,1.04700001383,-0.0197686805031,0.49518232837,-0.117750600406,0.0281937297711,0.0303533734635,100.000007629
0.353000,0.192893454187,1.0470000323,-0.0154776177436,0.494228606886,-0.207383149099,0.0267983370019,-0.0146991548003,100.00050354,-0.27310918092,1.04700001383,-0.0197686805031,0.49518232837,-0.117750600406,0.0281937297711,0.0303533734635,100.000007629
0.355000,0.192893453939,1.04700003213,-0.0154775914387,0.494228602348,-0.207383673907,0.0267983356519,-0.0146992039752,100.00050354,-0.273109180253,1.04700001383,-0.0197686485888,0.495182319921,-0.117751267923,0.0281937347082,0.0303534692844,100.000007629
0.365000,0.192893453939,1.04700003213,-0.0154775914387,0.494228602348,-0.207383673907,0.0267983356519,-0.0146992039752,100.00050354,-0.273109180253,1.04700001383,-0.0197686485888,0.495182319921,-0.117751267923,0.0281937347082,0.0303534692844,100.000007629
0.375000,0.19289345375,1.04700003227,-0.0154775635858,0.494228597505,-0.207384199215,0.0267983344754,-0.0146992539563,100.000167847,-0.273109179351,1.04700001383,-0.0197686166513,0.495182311465,-0.11775193535,0.0281937396653,0.0303535651229,100.000007629
0.385000,0.19289345375,1.04700003227,-0.0154775635858,0.494228597505,-0.207384199215,0.0267983344754,-0.0146992539563,100.000167847,-0.273109179351,1.04700001383,-0.0197686166513,0.495182311465,-0.11775193535,0.0281937396653,0.0303535651229,100.000007629
0.395000,0.192893453493,1.04700003229,-0.0154775368695,0.494228592714,-0.207384723909,0.0267983332607,-0.0146993034642,100.000167847,-0.273109178678,1.04700001383,-0.0197685847366,0.495182303017,-0.117752602862,0.0281937446022,0.0303536609439,100.000007629
0.405000,0.192893453493,1.04700003229,-0.0154775368695,0.494228592714,-0.207384723909,0.0267983332607,-0.0146993034642,100.000167847,-0.273109178678,1.04700001383,-0.0197685847366,0.495182303017,-0.117752602862,0.0281937446022,0.0303536609439,100.000007629
0.415000,0.192893453799,1.04700003221,-0.0154775129049,0.494228587601,-0.207385247143,0.0267983322219,-0.0146993516114,100.000106812,-0.273109177781,1.04700001383,-0.0197685527995,0.495182294562,-0.117753270289,0.0281937495583,0.0303537567808,100.000007629
0.425000,0.192893453799,1.04700003221,-0.0154775129049,0.494228587601,-0.207385247143,0.0267983322219,-0.0146993516114,100.000106812,-0.273109177781,1.04700001383,-0.0197685527995,0.495182294562,-0.117753270289,0.0281937495583,0.0303537567808,100.000007629
0.435000,0.192893453425,1.04700003227,-0.0154774853818,0.494228582866,-0.207385772351,0.0267983309853,-0.0146994014611,100.000106812,-0.27310917711,1.04700001383,-0.019768520886,0.495182286114,-0.117753937796,0.0281937544957,0.0303538525994,100.000007629
0.445000,0.192893453425,1.04700003227,-0.0154774853818,0.494228582866,-0.207385772351,0.0267983309853,-0.0146994014611,100.000030518,-0.27310917711,1.04700001383,-0.019768520886,0.495182286114,-0.117753937796,0.0281937544957,0.0303538525994,100.000007629
0.455000,0.192893453889,1.04700003233,-0.01547746251,0.494228577326,-0.207386294854,0.0267983301761,-0.0146994491796,100.000030518,-0.273109176204,1.04700001383,-0.0197684889485,0.495182277658,-0.117754605217,0.0281937594533,0.0303539484389,100.000007629
0.465000,0.192893453889,1.04700003233,-0.01547746251,0.494228577326,-0.207386294854,0.0267983301761,-0.0146994491796,100.000030518,-0.273109176204,1.04700001383,-0.0197684889485,0.495182277658,-0.117754605217,0.0281937594533,0.0303539484389,100.000007629
0.475000,0.19289345386,1.04700003215,-0.0154774361857,0.494228572846,-0.207386819587,0.0267983287759,-0.0146994983307,100.000030518,-0.273109175315,1.04700001383,-0.0197684570131,0.495182269195,-0.117755272651,0.0281937644139,0.0303540442815,100.000007629
0.485000,0.19289345386,1.04700003215,-0.0154774361857,0.494228572846,-0.207386819587,0.0267983287759,-0.0146994983307,100.00050354,-0.273109175315,1.04700001383,-0.0197684570131,0.495182269195,-0.117755272651,0.0281937644139,0.0303540442815,100.000007629
0.496000,0.19289345344,1.04700003224,-0.0154774083552,0.494228568083,-0.207387344972,0.026798327569,-0.0146995483338,100.00050354,-0.273109174647,1.04700001383,-0.0197684250997,0.495182260747,-0.117755940157,0.0281937693506,0.0303541401008,100.000007629
0.505000,0.19289345344,1.04700003224,-0.0154774083552,0.494228568083,-0.207387344972,0.026798327569,-0.0146995483338,100.00050354,-0.273109174647,1.04700001383,-0.0197684250997,0.495182260747,-0.117755940157,0.0281937693506,0.0303541401008,100.000007629
